Hash,HashNeedThis,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,ProductClass,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,ColorwaySKU7,Size0,Size1,Size2,Size3,Size4,Size5,Size6,Size7,QOH0,QOH1,QOH2,QOH3,QOH4,QOH5,QOH6,QOH7,Status0,Status1,Status2,Status3,Status4,Status5,Status6,Status7,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,LineListOrder,LineList,2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,primaryImageURL,thumbURL,imageURL0,imageURL1,imageURL2,imageURL3,imageURL4,imageURL5,imageURL6,imageURL7,imageURL8,imageURL9,imageURL10
0+20044-00008,0+20044-00008,"Bike,Moto",FA23,Headwear,MACHINE Snapback Cap Camo - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Hats,Camo,TRUE,TRUE,20044-00008,20044-00008,,,,,,,,OS,,,,,,,,0,,,,,,,,4149,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/c2d36bc6-8ce1-4700-aae8-b12fd1b1508a,https://cdn.amplifi.pattern.com/c2d36bc6-8ce1-4700-aae8-b12fd1b1508a_thumb.png,https://cdn.amplifi.pattern.com/c2d36bc6-8ce1-4700-aae8-b12fd1b1508a,,,,,,,,,,
0+20044-00009,0+20044-00009,"Bike,Moto",FA23,Headwear,MANIFESTO Snapback Cap Black - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Hats,Black,TRUE,FALSE,20044-00009,20044-00009,,,,,,,,OS,,,,,,,,0,,,,,,,,708,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/1a13c737-a55f-4153-9bba-29ecccfa9db2,https://cdn.amplifi.pattern.com/1a13c737-a55f-4153-9bba-29ecccfa9db2_thumb.png,https://cdn.amplifi.pattern.com/1a13c737-a55f-4153-9bba-29ecccfa9db2,,,,,,,,,,
0+20044-00010,0+20044-00010,"Bike,Moto",FA23,Headwear,MANIFESTO Snapback Cap Deep Wine - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Hats,Deep Wine,TRUE,FALSE,20044-00010,20044-00010,,,,,,,,OS,,,,,,,,0,,,,,,,,894,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/622d11f5-3115-4337-99fc-a26841569005,https://cdn.amplifi.pattern.com/622d11f5-3115-4337-99fc-a26841569005_thumb.png,https://cdn.amplifi.pattern.com/622d11f5-3115-4337-99fc-a26841569005,https://cdn.amplifi.pattern.com/6a20c88d-5c20-448a-a737-17d21b4bcf5e,,,,,,,,,
0+20044-00011,0+20044-00011,"Bike,Moto",FA23,Headwear,MANIFESTO Snapback Cap Heather Charcoal - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Hats,Heather Charcoal,TRUE,FALSE,20044-00011,20044-00011,,,,,,,,OS,,,,,,,,0,,,,,,,,881,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/6e24c813-4784-422e-862f-d89d3966a57d,https://cdn.amplifi.pattern.com/6e24c813-4784-422e-862f-d89d3966a57d_thumb.png,https://cdn.amplifi.pattern.com/6e24c813-4784-422e-862f-d89d3966a57d,https://cdn.amplifi.pattern.com/5dfcef03-cf67-4b9a-9652-6f00d49416e7,,,,,,,,,
0+20044-00012,0+20044-00012,"Bike,Moto",FA23,Headwear,SERPICO Snapback Cap Forest Green - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Hats,Forest Green,TRUE,FALSE,20044-00012,20044-00012,,,,,,,,OS,,,,,,,,0,,,,,,,,993,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/2ac9f311-b22f-476e-bc45-a452b853b077,https://cdn.amplifi.pattern.com/2ac9f311-b22f-476e-bc45-a452b853b077_thumb.png,https://cdn.amplifi.pattern.com/2ac9f311-b22f-476e-bc45-a452b853b077,,,,,,,,,,
0+20044-00013,0+20044-00013,"Bike,Moto",FA23,Headwear,DONUT Snapback Cap Grey - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Hats,Grey,TRUE,FALSE,20044-00013,20044-00013,,,,,,,,OS,,,,,,,,0,,,,,,,,971,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,,,,,,,,,,,,,
0+20044-00014,0+20044-00014,"Bike,Moto",FA23,Headwear,FORWARD Snapback Cap Black - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Hats,Black,TRUE,FALSE,20044-00014,20044-00014,,,,,,,,OS,,,,,,,,0,,,,,,,,875,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/d20d2bb3-55a9-41fb-ae00-7731b6bb18fc,https://cdn.amplifi.pattern.com/d20d2bb3-55a9-41fb-ae00-7731b6bb18fc_thumb.png,https://cdn.amplifi.pattern.com/d20d2bb3-55a9-41fb-ae00-7731b6bb18fc,,,,,,,,,,
0+20044-00015,0+20044-00015,"Bike,Moto",FA23,Headwear,FORWARD Snapback Cap Light Grey - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Hats,Light Grey,TRUE,FALSE,20044-00015,20044-00015,,,,,,,,OS,,,,,,,,0,,,,,,,,1005,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/8bb620ee-4756-4f6b-8282-f88fdb6f659c,https://cdn.amplifi.pattern.com/8bb620ee-4756-4f6b-8282-f88fdb6f659c_thumb.png,https://cdn.amplifi.pattern.com/8bb620ee-4756-4f6b-8282-f88fdb6f659c,https://cdn.amplifi.pattern.com/2f47ca47-24cc-4eba-ac76-e2719027a49a,,,,,,,,,
0+20044-00016,0+20044-00016,"Bike,Moto",FA23,Headwear,PRCNT Snapback Cap Cream - OS,Apparel,Soft Goods,FA22,"FA22,FA23,SP23",Cap,Snapback,,Hats,Cream,TRUE,FALSE,20044-00016,20044-00016,,,,,,,,OS,,,,,,,,0,,,,,,,,491,,,,,,,,28.00,30.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/50fe2b0b-9fca-420e-af0e-c4072cddf2a1,https://cdn.amplifi.pattern.com/50fe2b0b-9fca-420e-af0e-c4072cddf2a1_thumb.png,https://cdn.amplifi.pattern.com/50fe2b0b-9fca-420e-af0e-c4072cddf2a1,https://cdn.amplifi.pattern.com/0270ea72-b215-40ee-9cc9-43c54cc6c56e,,,,,,,,,
0+20044-00017,0+20044-00017,"Bike,Moto",FA23,Headwear,VARSITY Snapback Cap Black - OS,Apparel,Soft Goods,FA22,"FA22,FA23,SP23",Cap,Snapback,,Hats,Black,TRUE,FALSE,20044-00017,20044-00017,,,,,,,,OS,,,,,,,,0,,,,,,,,547,,,,,,,,28.00,30.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/ee9be5f9-e433-448b-89fe-af30060836ea,https://cdn.amplifi.pattern.com/ee9be5f9-e433-448b-89fe-af30060836ea_thumb.png,https://cdn.amplifi.pattern.com/ee9be5f9-e433-448b-89fe-af30060836ea,https://cdn.amplifi.pattern.com/78969c1b-a005-499b-a0be-bbdbe99fc681,,,,,,,,,
0+20044-00018,0+20044-00018,"Bike,Moto",FA23,Headwear,SD Snapback Cap Black - OS,Apparel,Soft Goods,FA22,"FA22,FA23,SP23",Cap,Snapback,,Hats,Black,TRUE,FALSE,20044-00018,20044-00018,,,,,,,,OS,,,,,,,,24,,,,,,,,139,,,,,,,,28.00,30.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/9263d292-1404-4e0d-abff-459e41fdeb1f,https://cdn.amplifi.pattern.com/9263d292-1404-4e0d-abff-459e41fdeb1f_thumb.png,https://cdn.amplifi.pattern.com/9263d292-1404-4e0d-abff-459e41fdeb1f,https://cdn.amplifi.pattern.com/c4f30f42-ddaf-44d6-a71d-4e0ac26bda21,,,,,,,,,
0+20044-00019,0+20044-00019,"Bike,Moto",FA23,Headwear,PRCNT Snapback Cap Camo - OS,Apparel,Soft Goods,FA22,"FA22,FA23,SP23",Cap,Snapback,,Hats,Camo,TRUE,FALSE,20044-00019,20044-00019,,,,,,,,OS,,,,,,,,0,,,,,,,,334,,,,,,,,32.00,34.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/d5441d0f-b061-4891-a792-9a3998b64017,https://cdn.amplifi.pattern.com/d5441d0f-b061-4891-a792-9a3998b64017_thumb.png,https://cdn.amplifi.pattern.com/d5441d0f-b061-4891-a792-9a3998b64017,https://cdn.amplifi.pattern.com/ef597b9c-e204-429d-9d98-cd2758de8618,,,,,,,,,
0+20044-00020,0+20044-00020,"Bike,Moto",FA23,Headwear,BLINDS Snapback Cap Navy - OS,Apparel,Soft Goods,FA22,"FA22,FA23,SP23",Cap,Snapback,,Hats,Navy,TRUE,FALSE,20044-00020,20044-00020,,,,,,,,OS,,,,,,,,0,,,,,,,,414,,,,,,,,28.00,30.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/b52ad459-19ec-4a17-bcf9-3517e41566cb,https://cdn.amplifi.pattern.com/b52ad459-19ec-4a17-bcf9-3517e41566cb_thumb.png,https://cdn.amplifi.pattern.com/b52ad459-19ec-4a17-bcf9-3517e41566cb,https://cdn.amplifi.pattern.com/144bd73c-2754-4c52-8a34-a80fa69228a0,,,,,,,,,
0+20044-00022,0+20044-00022,"Bike,Moto",FA23,Headwear,BLINDS Snapback Cap White - OS,Apparel,Soft Goods,FA22,"FA22,FA23,SP23",Cap,Snapback,,Hats,White,TRUE,FALSE,20044-00022,20044-00022,,,,,,,,OS,,,,,,,,0,,,,,,,,416,,,,,,,,28.00,30.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/7eeec8b3-87d9-4863-89c8-4b1378a745b5,https://cdn.amplifi.pattern.com/7eeec8b3-87d9-4863-89c8-4b1378a745b5_thumb.png,https://cdn.amplifi.pattern.com/7eeec8b3-87d9-4863-89c8-4b1378a745b5,https://cdn.amplifi.pattern.com/da1329e4-a9ab-4cea-8974-d8c3051ba5e7,,,,,,,,,
0+20045-00000,0+20045-00000,"Bike,Moto",FA23,Headwear,CORNERSTONE X-Fit Trucker Cap Black - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Trucker,,Hats,Black,TRUE,TRUE,20045-00000,20045-00000,,,,,,,,OS,,,,,,,,0,,,,,,,,1984,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/90c028d7-aac7-4066-bba6-b4370eeb372f,https://cdn.amplifi.pattern.com/90c028d7-aac7-4066-bba6-b4370eeb372f_thumb.png,https://cdn.amplifi.pattern.com/90c028d7-aac7-4066-bba6-b4370eeb372f,,,,,,,,,,
0+20045-00001,0+20045-00001,"Bike,Moto",FA23,Headwear,CORNERSTONE AJ Fit Trucker Cap Black - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Trucker,,Hats,Black,TRUE,TRUE,20045-00001,20045-00001,,,,,,,,OS,,,,,,,,53,,,,,,,,1962,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/775fdc30-265b-4b72-b493-f46ff53b0189,https://cdn.amplifi.pattern.com/775fdc30-265b-4b72-b493-f46ff53b0189_thumb.png,https://cdn.amplifi.pattern.com/775fdc30-265b-4b72-b493-f46ff53b0189,https://cdn.amplifi.pattern.com/011fe2da-dd88-477f-abc9-851f6e505173,,,,,,,,,
0+20046-00001,0+20046-00001,"Bike,Moto",FA23,Headwear,THOMAS Camper Cap Deep Navy - OS,Apparel,Soft Goods,FA22,"FA22,FA23,SP23",Cap,Unstructured,,Hats,Deep Navy,TRUE,FALSE,20046-00001,20046-00001,,,,,,,,OS,,,,,,,,36,,,,,,,,765,,,,,,,,30.00,32.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/9da367ac-98d9-4c72-a751-cca1a2145783,https://cdn.amplifi.pattern.com/9da367ac-98d9-4c72-a751-cca1a2145783_thumb.png,https://cdn.amplifi.pattern.com/9da367ac-98d9-4c72-a751-cca1a2145783,https://cdn.amplifi.pattern.com/d8f72309-cd0b-48e1-b8df-7abfbb575903,,,,,,,,,
0+20047-00000,0+20047-00000,"Bike,Moto",FA23,Headwear,ICON Youth Snapback Cap Black - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Youth Hats,Black,TRUE,TRUE,20047-00000,20047-00000,,,,,,,,OS,,,,,,,,0,,,,,,,,1825,,,,,,,,22.00,24.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/541c5753-6a4b-49be-807c-844219a04a8a,https://cdn.amplifi.pattern.com/541c5753-6a4b-49be-807c-844219a04a8a_thumb.png,https://cdn.amplifi.pattern.com/541c5753-6a4b-49be-807c-844219a04a8a,,,,,,,,,,
0+20047-00001,0+20047-00001,"Bike,Moto",FA23,Headwear,ICON Youth Snapback Cap Heather Charcoal - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Youth Hats,Heather Charcoal,TRUE,TRUE,20047-00001,20047-00001,,,,,,,,OS,,,,,,,,0,,,,,,,,919,,,,,,,,22.00,24.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/5d7b23c9-3259-4232-a5b5-b243adc4f384,https://cdn.amplifi.pattern.com/5d7b23c9-3259-4232-a5b5-b243adc4f384_thumb.png,https://cdn.amplifi.pattern.com/5d7b23c9-3259-4232-a5b5-b243adc4f384,https://cdn.amplifi.pattern.com/6f3344b4-670d-4582-9877-d214d22175b6,,,,,,,,,
0+20047-00002,0+20047-00002,"Bike,Moto",FA23,Headwear,ICON Youth Snapback Cap Orange - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Youth Hats,Orange,TRUE,TRUE,20047-00002,20047-00002,,,,,,,,OS,,,,,,,,0,,,,,,,,994,,,,,,,,22.00,24.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/2c79fbbc-6c65-425a-86ea-29abf8a86ed5,https://cdn.amplifi.pattern.com/2c79fbbc-6c65-425a-86ea-29abf8a86ed5_thumb.png,https://cdn.amplifi.pattern.com/2c79fbbc-6c65-425a-86ea-29abf8a86ed5,https://cdn.amplifi.pattern.com/2cfab082-346b-429c-b6b6-4ea1f4575b7c,,,,,,,,,
0+20047-00004,0+20047-00004,"Bike,Moto",FA23,Headwear,CORNERSTONE Youth Snapback Cap Black - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Youth Hats,Black,TRUE,TRUE,20047-00004,20047-00004,,,,,,,,OS,,,,,,,,0,,,,,,,,1640,,,,,,,,24.00,26.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/6879f007-3c6c-44f2-afc3-37681e69bf92,https://cdn.amplifi.pattern.com/6879f007-3c6c-44f2-afc3-37681e69bf92_thumb.png,https://cdn.amplifi.pattern.com/6879f007-3c6c-44f2-afc3-37681e69bf92,,,,,,,,,,
0+20047-00005,0+20047-00005,"Bike,Moto",FA23,Headwear,DONUT Youth Snapback Cap Grey - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Youth Hats,Grey,TRUE,FALSE,20047-00005,20047-00005,,,,,,,,OS,,,,,,,,0,,,,,,,,1019,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/ac5a6411-ede2-4998-8eef-c26ba79b8bb6,https://cdn.amplifi.pattern.com/ac5a6411-ede2-4998-8eef-c26ba79b8bb6_thumb.png,https://cdn.amplifi.pattern.com/ac5a6411-ede2-4998-8eef-c26ba79b8bb6,,,,,,,,,,
0+20047-00006,0+20047-00006,"Bike,Moto",FA23,Headwear,SERPICO Youth Snapback Cap Forest Green - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Cap,Snapback,,Youth Hats,Forest Green,TRUE,FALSE,20047-00006,20047-00006,,,,,,,,OS,,,,,,,,0,,,,,,,,1040,,,,,,,,24.00,26.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/0d999b1f-b076-4f91-adc0-4d22292d6b00,https://cdn.amplifi.pattern.com/0d999b1f-b076-4f91-adc0-4d22292d6b00_thumb.png,https://cdn.amplifi.pattern.com/0d999b1f-b076-4f91-adc0-4d22292d6b00,https://cdn.amplifi.pattern.com/50d5ee0e-501d-427c-9dfa-15a33b488f89,,,,,,,,,
0+20047-00007,0+20047-00007,"Bike,Moto",FA23,Headwear,VARSITY Youth Snapback Cap Black - OS,Apparel,Soft Goods,FA22,"FA22,FA23,SP23",Cap,Snapback,,Youth Hats,Black,TRUE,FALSE,20047-00007,20047-00007,,,,,,,,OS,,,,,,,,0,,,,,,,,418,,,,,,,,26.00,28.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/77a96d31-d006-4abd-9e85-3d80d5650ae4,https://cdn.amplifi.pattern.com/77a96d31-d006-4abd-9e85-3d80d5650ae4_thumb.png,https://cdn.amplifi.pattern.com/77a96d31-d006-4abd-9e85-3d80d5650ae4,https://cdn.amplifi.pattern.com/863c096f-9fc3-4657-9729-90c269f86969,,,,,,,,,
0+20047-00008,0+20047-00008,"Bike,Moto",FA23,Headwear,PRCNT Youth Snapback Cap Camo - OS,Apparel,Soft Goods,FA22,"FA22,FA23,SP23",Cap,Snapback,,Youth Hats,Camo,TRUE,FALSE,20047-00008,20047-00008,,,,,,,,OS,,,,,,,,0,,,,,,,,540,,,,,,,,30.00,32.00,BD,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/d69038ec-b75b-4693-b18d-e7616ea54c3f,https://cdn.amplifi.pattern.com/d69038ec-b75b-4693-b18d-e7616ea54c3f_thumb.png,https://cdn.amplifi.pattern.com/d69038ec-b75b-4693-b18d-e7616ea54c3f,https://cdn.amplifi.pattern.com/e70102db-e795-459c-b962-3b98c36b3b8f,,,,,,,,,
0+20048-00000,0+20048-00000,"Bike,Moto",FA23,Headwear,ICON Skull Beanie Black - OS,Apparel,Soft Goods,SP22,"FA22,FA23,SP22,SP23",Beanie,Regular,,Beanies,Black,TRUE,TRUE,20048-00000,20048-00000,,,,,,,,OS,,,,,,,,138,,,,,,,,1037,,,,,,,,20.00,22.00,CN,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/d555993b-3ef5-46e8-9f3f-961765ce38cc,https://cdn.amplifi.pattern.com/d555993b-3ef5-46e8-9f3f-961765ce38cc_thumb.png,https://cdn.amplifi.pattern.com/d555993b-3ef5-46e8-9f3f-961765ce38cc,,,,,,,,,,
0+20049-00000,0+20049-00000,"Bike,Moto",FA23,Socks,FLOW Performance MTB Socks Black - S/M,Apparel,Soft Goods,FA21,"FA21,FA22,FA23,SP22,SP23",Socks,Performance,,Performance Socks,Black,TRUE,TRUE,20049-00000,20049-00000,20049-00001,,,,,,,S/M,L/XL,,,,,,,337,236,,,,,,,2372,2725,,,,,,,12.00,14.00,TW,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/76d50008-98e7-4426-92e0-e7290174f97d,https://cdn.amplifi.pattern.com/76d50008-98e7-4426-92e0-e7290174f97d_thumb.png,https://cdn.amplifi.pattern.com/76d50008-98e7-4426-92e0-e7290174f97d,,,,,,,,,,
0+20049-00002,0+20049-00002,"Bike,Moto",FA23,Socks,FLOW Performance MTB Socks Black/Grey - S/M,Apparel,Soft Goods,FA21,"FA21,FA22,FA23,SP22,SP23",Socks,Performance,,Performance Socks,Black/Grey,TRUE,TRUE,20049-00002,20049-00002,20049-00003,,,,,,,S/M,L/XL,,,,,,,275,311,,,,,,,1961,2312,,,,,,,12.00,14.00,TW,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/42227473-acea-4c80-8734-b58153c4973f,https://cdn.amplifi.pattern.com/42227473-acea-4c80-8734-b58153c4973f_thumb.png,https://cdn.amplifi.pattern.com/42227473-acea-4c80-8734-b58153c4973f,,,,,,,,,,
0+20049-00004,0+20049-00004,"Bike,Moto",FA23,Socks,FLOW Performance MTB Socks White - S/M,Apparel,Soft Goods,FA21,"FA21,FA22,FA23,SP22,SP23",Socks,Performance,,Performance Socks,White,TRUE,TRUE,20049-00004,20049-00004,20049-00005,,,,,,,S/M,L/XL,,,,,,,488,320,,,,,,,1315,1469,,,,,,,12.00,14.00,TW,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/60e27580-f817-4770-8eba-19ea91ad1a85,https://cdn.amplifi.pattern.com/60e27580-f817-4770-8eba-19ea91ad1a85_thumb.png,https://cdn.amplifi.pattern.com/60e27580-f817-4770-8eba-19ea91ad1a85,,,,,,,,,,
0+20049-00006,0+20049-00006,"Bike,Moto",FA23,Socks,TERRAIN Performance MTB Socks White - S/M,Apparel,Soft Goods,FA21,"FA21,FA22,FA23,SP22,SP23",Socks,Performance,,Performance Socks,White,TRUE,TRUE,20049-00006,20049-00006,20049-00007,,,,,,,S/M,L/XL,,,,,,,464,116,,,,,,,1544,1771,,,,,,,12.00,14.00,TW,,,,0,[All],2W Distributor Bike,2W Distributor - Moto,2W Distributor,H2,International - Bike,International - Moto,International - AS,International,International - New,Mecanic Sport,Moto Dealers,Motonet,Pierce AB,Retail,TREK,https://cdn.amplifi.pattern.com/5bb11c38-b37d-4ca1-9252-ced497260b3c,https://cdn.amplifi.pattern.com/5bb11c38-b37d-4ca1-9252-ced497260b3c_thumb.png,https://cdn.amplifi.pattern.com/5bb11c38-b37d-4ca1-9252-ced497260b3c,,,,,,,,,,
