Hash,HashNeedThis,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,primaryImageURL,thumbURL,imageURL0,imageURL1,imageURL2,imageURL3,imageURL4,imageURL5,imageURL6,imageURL7,imageURL8,imageURL9,imageURL10
10017-00000,10017-00000,"Bike, Moto",2023 - Spring,HYDROMATIC,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Waterproof,,Mens,Black,TRUE,TRUE,10017-00000,10017-00000,10017-00001,10017-00002,10017-00003,10017-00004,,,S,M,L,XL,2XL,,,39.5,39.5,VN,"65% Polyester
33% Polyurethane (PU)
2% Elastane",Dry & Light Weight. Mother Nature has met her match with this thin waterproof-breathable glove engineered to keep you going fast wet weather. Laminated mesh with waterproof breathable insert blocks out the water while maintaining exceptional dexterity and control of your bike.,"• Single-layer PU palm for weather protection
• Laminated mock-mesh top of hand fabric
• Waterproof-breathable insert secured to outer layer for optimal gripping
• Silicone printed palm graphic increases grip in wet conditions
• Reflective graphic on top of hand offer a clean look with improved visibility
• Extended waterproof self-goods pull-on cuff for more coverage
• Conductive index finger & thumb keeps you connected with your digital device",https://fs.amplifi.io//file?id=3c570780-d89f-4410-8101-0e224f123dfb,https://fs.amplifi.io//file?id=3c570780-d89f-4410-8101-0e224f123dfb&variant=thumb&extension=png,https://fs.amplifi.io//file?id=3c570780-d89f-4410-8101-0e224f123dfb,,,,,,,,,,
10017-00005,10017-00005,"Bike, Moto",2023 - Spring,HYDROMATIC,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Waterproof,,Mens,Fluo Yellow,TRUE,TRUE,10017-00005,10017-00005,10017-00006,10017-00007,10017-00008,10017-00009,,,S,M,L,XL,2XL,,,39.5,39.5,VN,"65% Polyester
33% Polyurethane (PU)
2% Elastane",Dry & Light Weight. Mother Nature has met her match with this thin waterproof-breathable glove engineered to keep you going fast wet weather. Laminated mesh with waterproof breathable insert blocks out the water while maintaining exceptional dexterity and control of your bike.,"• Single-layer PU palm for weather protection
• Laminated mock-mesh top of hand fabric
• Waterproof-breathable insert secured to outer layer for optimal gripping
• Silicone printed palm graphic increases grip in wet conditions
• Reflective graphic on top of hand offer a clean look with improved visibility
• Extended waterproof self-goods pull-on cuff for more coverage
• Conductive index finger & thumb keeps you connected with your digital device",https://fs.amplifi.io//file?id=c03eeb20-c4be-4ba8-9693-ab2824e36755,https://fs.amplifi.io//file?id=c03eeb20-c4be-4ba8-9693-ab2824e36755&variant=thumb&extension=png,https://fs.amplifi.io//file?id=c03eeb20-c4be-4ba8-9693-ab2824e36755,,,,,,,,,,
10018-00000,10018-00000,"Bike, Moto",2023 - Spring,HYDROMATIC BRISKER,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Waterproof,,Mens,Black,TRUE,TRUE,10018-00000,10018-00000,10018-00001,10018-00002,10018-00003,10018-00004,,,S,M,L,XL,2XL,,,44.5,44.5,VN,"61% Polyester
23% Nylon
12% Polyurethane (PU)
4% Elastane","Warm, Dry & Light. Mother Nature has met her match with this low profile glove engineered to keep you going fast in cold, wet weather. Laminated insulated shell with waterproof breathable insert blocks out the water and keeps they dry while maintaining exceptional dexterity and control of your bike.","• Single-layer PU palm for weather protection
• Lightly insulated soft-shell top hand ensures protection against colder temps
• Moisture wicking microfiber interior provides the perfect level of insulation
• Waterproof-breathable insert secured to outer layer for optimal gripping
• Silicone printed palm graphic increases grip in wet conditions
• Reflective graphic on top of hand offer a clean look with improved visibility
• Embossed graphics for some added texture
• Extended waterproof neoprene pull-on cuff for more coverage
• Conductive index finger & thumb keeps you connected with your digital device",https://fs.amplifi.io//file?id=78d7d038-9f2b-4b0c-a5ed-210de2a26549,https://fs.amplifi.io//file?id=78d7d038-9f2b-4b0c-a5ed-210de2a26549&variant=thumb&extension=png,https://fs.amplifi.io//file?id=78d7d038-9f2b-4b0c-a5ed-210de2a26549,,,,,,,,,,
10018-00005,10018-00005,"Bike, Moto",2023 - Spring,HYDROMATIC BRISKER,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Waterproof,,Mens,Blue,TRUE,TRUE,10018-00005,10018-00005,10018-00006,10018-00007,10018-00008,10018-00009,,,S,M,L,XL,2XL,,,44.5,44.5,VN,"61% Polyester
23% Nylon
12% Polyurethane (PU)
4% Elastane","Warm, Dry & Light. Mother Nature has met her match with this low profile glove engineered to keep you going fast in cold, wet weather. Laminated insulated shell with waterproof breathable insert blocks out the water and keeps they dry while maintaining exceptional dexterity and control of your bike.","• Single-layer PU palm for weather protection
• Lightly insulated soft-shell top hand ensures protection against colder temps
• Moisture wicking microfiber interior provides the perfect level of insulation
• Waterproof-breathable insert secured to outer layer for optimal gripping
• Silicone printed palm graphic increases grip in wet conditions
• Reflective graphic on top of hand offer a clean look with improved visibility
• Embossed graphics for some added texture
• Extended waterproof neoprene pull-on cuff for more coverage
• Conductive index finger & thumb keeps you connected with your digital device",https://fs.amplifi.io//file?id=dcad5eea-be6f-489e-a5c0-1cb8d08538a0,https://fs.amplifi.io//file?id=dcad5eea-be6f-489e-a5c0-1cb8d08538a0&variant=thumb&extension=png,https://fs.amplifi.io//file?id=dcad5eea-be6f-489e-a5c0-1cb8d08538a0,,,,,,,,,,
10019-00000,10019-00000,Bike,2023 - Spring,SLING,Bike Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Black,TRUE,TRUE,10019-00000,10019-00000,10019-00001,10019-00002,10019-00003,10019-00004,,,S,M,L,XL,2XL,,,39.5,39.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=59da8e01-d7bd-4027-9b77-945584921448,https://fs.amplifi.io//file?id=59da8e01-d7bd-4027-9b77-945584921448&variant=thumb&extension=png,https://fs.amplifi.io//file?id=99b22904-3bb8-419e-aae4-a0a330a1c533,https://fs.amplifi.io//file?id=56a5b54b-f93f-4d41-8de6-ccee6a814b52,https://fs.amplifi.io//file?id=59da8e01-d7bd-4027-9b77-945584921448,https://fs.amplifi.io//file?id=8249434a-7758-44ab-a088-e00e9af064fd,,,,,,,
10019-00005,10019-00005,Bike,2023 - Spring,SLING,Bike Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Grey,TRUE,TRUE,10019-00005,10019-00005,10019-00006,10019-00007,10019-00008,10019-00009,,,S,M,L,XL,2XL,,,39.5,39.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=7b4e93ed-ac52-43ac-8eba-5e970dd6460a,https://fs.amplifi.io//file?id=7b4e93ed-ac52-43ac-8eba-5e970dd6460a&variant=thumb&extension=png,https://fs.amplifi.io//file?id=d5a9befb-588c-4828-9881-b4a2795a4dd9,https://fs.amplifi.io//file?id=7b4e93ed-ac52-43ac-8eba-5e970dd6460a,,,,,,,,,
10019-00010,10019-00010,Bike,2023 - Spring,SLING,Bike Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Navy,TRUE,TRUE,10019-00010,10019-00010,10019-00011,10019-00012,10019-00013,10019-00014,,,S,M,L,XL,2XL,,,39.5,39.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=066c04e8-451a-4f13-8fb1-5f7e3fbe5bb3,https://fs.amplifi.io//file?id=066c04e8-451a-4f13-8fb1-5f7e3fbe5bb3&variant=thumb&extension=png,https://fs.amplifi.io//file?id=656bca39-4453-4899-a680-2f2dff1df27f,https://fs.amplifi.io//file?id=066c04e8-451a-4f13-8fb1-5f7e3fbe5bb3,,,,,,,,,
10021-00000,10021-00000,Bike,2023 - Spring,SLING,Bike Short Finger Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Short Fingers,,Mens,Black,TRUE,TRUE,10021-00000,10021-00000,10021-00001,10021-00002,10021-00003,10021-00004,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Pull tabs on middle fingers to aid in removal",https://fs.amplifi.io//file?id=a8fd26f8-e4e9-4cb4-996b-af42fde910ab,https://fs.amplifi.io//file?id=a8fd26f8-e4e9-4cb4-996b-af42fde910ab&variant=thumb&extension=png,https://fs.amplifi.io//file?id=a8fd26f8-e4e9-4cb4-996b-af42fde910ab,https://fs.amplifi.io//file?id=5446c981-0009-4180-aa2c-532e72f48f11,,,,,,,,,
10021-00005,10021-00005,Bike,2023 - Spring,SLING,Bike Short Finger Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Short Fingers,,Mens,Grey,TRUE,TRUE,10021-00005,10021-00005,10021-00006,10021-00007,10021-00008,10021-00009,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Pull tabs on middle fingers to aid in removal",https://fs.amplifi.io//file?id=662e698b-991b-4f1e-8491-69576e07e67b,https://fs.amplifi.io//file?id=662e698b-991b-4f1e-8491-69576e07e67b&variant=thumb&extension=png,https://fs.amplifi.io//file?id=1d8411b9-fa4b-4c11-adcb-a2fe224d8f1b,https://fs.amplifi.io//file?id=662e698b-991b-4f1e-8491-69576e07e67b,,,,,,,,,
10021-00010,10021-00010,Bike,2023 - Spring,SLING,Bike Short Finger Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Short Fingers,,Mens,Navy,TRUE,TRUE,10021-00010,10021-00010,10021-00011,10021-00012,10021-00013,10021-00014,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Pull tabs on middle fingers to aid in removal",https://fs.amplifi.io//file?id=608a5ce3-451d-4e2c-9447-dd0fbec67cf4,https://fs.amplifi.io//file?id=608a5ce3-451d-4e2c-9447-dd0fbec67cf4&variant=thumb&extension=png,https://fs.amplifi.io//file?id=608a5ce3-451d-4e2c-9447-dd0fbec67cf4,https://fs.amplifi.io//file?id=04e16ecf-c4b1-4134-aafa-efccc82ad1a6,,,,,,,,,
10023-00000,10023-00000,Bike,2023 - Spring,SLING MX,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Black,TRUE,TRUE,10023-00000,10023-00000,10023-00001,10023-00002,10023-00003,10023-00004,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=286f060f-c2e5-466a-ae0e-be565a8df7e9,https://fs.amplifi.io//file?id=286f060f-c2e5-466a-ae0e-be565a8df7e9&variant=thumb&extension=png,https://fs.amplifi.io//file?id=286f060f-c2e5-466a-ae0e-be565a8df7e9,,,,,,,,,,
10023-00005,10023-00005,Bike,2023 - Spring,SLING MX,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Fluo Yellow,TRUE,TRUE,10023-00005,10023-00005,10023-00006,10023-00007,10023-00008,10023-00009,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=aa580512-1e22-4126-a4fe-b6395f926668,https://fs.amplifi.io//file?id=aa580512-1e22-4126-a4fe-b6395f926668&variant=thumb&extension=png,https://fs.amplifi.io//file?id=aa580512-1e22-4126-a4fe-b6395f926668,https://fs.amplifi.io//file?id=bf910b85-7af6-43d3-8a77-eab2dda634fc,,,,,,,,,
10023-00010,10023-00010,Bike,2023 - Spring,SLING MX,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Navy,TRUE,TRUE,10023-00010,10023-00010,10023-00011,10023-00012,10023-00013,10023-00014,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=b71b3cca-3a40-40be-a85b-ebe6394e22a1,https://fs.amplifi.io//file?id=b71b3cca-3a40-40be-a85b-ebe6394e22a1&variant=thumb&extension=png,https://fs.amplifi.io//file?id=b71b3cca-3a40-40be-a85b-ebe6394e22a1,,,,,,,,,,
10023-00015,10023-00015,Bike,2023 - Spring,SLING MX,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Grey,TRUE,TRUE,10023-00015,10023-00015,10023-00016,10023-00017,10023-00018,10023-00019,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=0bc4de64-6e19-4fb2-8363-752729b528d8,https://fs.amplifi.io//file?id=0bc4de64-6e19-4fb2-8363-752729b528d8&variant=thumb&extension=png,https://fs.amplifi.io//file?id=0bc4de64-6e19-4fb2-8363-752729b528d8,,,,,,,,,,
